support,seqId,seq,semantic
500,2611,1174888 -1 1154343 -1 1125315 -1 1125315 -1  -2 ,'Hydrocodone' -1 'Albuterol' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
500,2545,1174888 -1 1125315 -1 1125315 1174888 -1 19049105 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Potassium Chloride' -1 -2 
500,1977,1201620 -1 1125315 -1 1125315 1174888 -1  -2 ,'Codeine' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
500,1914,1308216 -1 1308216 -1 1308216 -1  -2 ,'Lisinopril' -1 'Lisinopril' -1 'Lisinopril' -1 -2 
500,1575,1124957 -1 1551099 -1  -2 ,'Oxycodone' -1 'Prednisone' -1 -2 
500,1466,1713332 -1 1713332 -1 1713332 1759842 -1  -2 ,'Amoxicillin' -1 'Amoxicillin' -1 'Amoxicillin' 'Clavulanate' -1 -2 
500,1099,1734104 -1 1125315 1174888 -1 1734104 -1  -2 ,'Azithromycin' -1 'Acetaminophen' 'Hydrocodone' -1 'Azithromycin' -1 -2 
500,966,1742253 -1 19049105 -1 1174888 -1  -2 ,'Levofloxacin' -1 'Potassium Chloride' -1 'Hydrocodone' -1 -2 
500,963,1742253 -1 1174888 -1 1734104 -1  -2 ,'Levofloxacin' -1 'Hydrocodone' -1 'Azithromycin' -1 -2 
500,786,1786621 -1 1174888 -1 1713332 -1  -2 ,'Cephalexin' -1 'Hydrocodone' -1 'Amoxicillin' -1 -2 
500,494,19049105 -1 1174888 -1 1742253 -1  -2 ,'Potassium Chloride' -1 'Hydrocodone' -1 'Levofloxacin' -1 -2 
499,5271,974166 -1 1174888 -1 1125315 -1  -2 ,'Hydrochlorothiazide' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
499,5097,1125315 -1 1734104 -1 1174888 -1 1125315 1174888 -1  -2 ,'Acetaminophen' -1 'Azithromycin' -1 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
499,5024,1125315 -1 1797513 -1 1713332 -1  -2 ,'Acetaminophen' -1 'Ciprofloxacin' -1 'Amoxicillin' -1 -2 
499,4368,1125315 -1 1174888 -1 1125315 -1 1125315 1174888 -1 1125315 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 -2 
499,4360,1125315 -1 1174888 -1 1125315 -1 1125315 -1 1174888 -1 1125315 1174888 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
499,4306,1125315 -1 1174888 -1 1174888 -1 1125315 -1 1125315 1174888 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 -2 
499,4217,1125315 -1 1174888 -1 1786621 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Cephalexin' -1 'Hydrocodone' -1 -2 
499,4033,1125315 -1 1125315 -1 1125315 1174888 -1 1125315 -1 1174888 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
499,3583,1125315 -1 1125315 -1 1174888 -1 1786621 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Cephalexin' -1 -2 
499,3512,1125315 -1 1125315 -1 1310149 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Warfarin' -1 -2 
499,3192,1153428 -1 1125315 -1  -2 ,'fexofenadine' -1 'Acetaminophen' -1 -2 
499,3154,1154029 -1 1125315 -1  -2 ,'Fentanyl' -1 'Acetaminophen' -1 -2 
499,2617,1174888 -1 1174888 -1 1201620 -1  -2 ,'Hydrocodone' -1 'Hydrocodone' -1 'Codeine' -1 -2 
499,2130,1174888 -1 956874 -1 1125315 1174888 -1 1125315 -1  -2 ,'Hydrocodone' -1 'Furosemide' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 -2 
499,2119,1174888 -1 956874 -1 1174888 -1 956874 -1  -2 ,'Hydrocodone' -1 'Furosemide' -1 'Hydrocodone' -1 'Furosemide' -1 -2 
499,1313,1713332 -1 1125315 -1 1797513 -1  -2 ,'Amoxicillin' -1 'Acetaminophen' -1 'Ciprofloxacin' -1 -2 
499,1123,1734104 -1 1125315 -1 1125315 -1 1125315 1174888 -1  -2 ,'Azithromycin' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
499,978,1742253 -1 1713332 -1 1713332 -1  -2 ,'Levofloxacin' -1 'Amoxicillin' -1 'Amoxicillin' -1 -2 
499,878,1742253 -1 1201620 -1  -2 ,'Levofloxacin' -1 'Codeine' -1 -2 
499,724,1786621 -1 1201620 -1  -2 ,'Cephalexin' -1 'Codeine' -1 -2 
499,576,19049105 -1 19049105 -1 1125315 -1 19049105 -1  -2 ,'Potassium Chloride' -1 'Potassium Chloride' -1 'Acetaminophen' -1 'Potassium Chloride' -1 -2 
499,216,19121608 -1 1174888 -1 1125315 1174888 -1  -2 ,'Influenza virus vaccine' -1 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
498,5020,1125315 -1 1759842 -1 1713332 -1  -2 ,'Acetaminophen' -1 'Clavulanate' -1 'Amoxicillin' -1 -2 
498,4888,1125315 1174888 -1 1125315 1174888 -1 1174888 -1 1174888 -1 1125315 1174888 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
498,4404,1125315 -1 1174888 -1 1125315 -1 1174888 -1 1125315 1174888 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 -2 
498,3570,1125315 -1 1125315 -1 19049105 -1 956874 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Potassium Chloride' -1 'Furosemide' -1 -2 
498,3222,1149380 -1 1149380 -1 1125315 -1  -2 ,'fluticasone' -1 'fluticasone' -1 'Acetaminophen' -1 -2 
498,3082,1154343 -1 1734104 -1 1125315 -1  -2 ,'Albuterol' -1 'Azithromycin' -1 'Acetaminophen' -1 -2 
498,2943,1174888 -1 1734104 -1 19049105 -1  -2 ,'Hydrocodone' -1 'Azithromycin' -1 'Potassium Chloride' -1 -2 
498,2616,1174888 -1 1201620 -1 1174888 -1  -2 ,'Hydrocodone' -1 'Codeine' -1 'Hydrocodone' -1 -2 
498,2121,1174888 -1 956874 -1 1174888 -1 1125315 1174888 -1  -2 ,'Hydrocodone' -1 'Furosemide' -1 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
498,1455,1713332 -1 1759842 -1 1713332 -1  -2 ,'Amoxicillin' -1 'Clavulanate' -1 'Amoxicillin' -1 -2 
498,1080,1734104 -1 1551099 -1 1125315 -1  -2 ,'Azithromycin' -1 'Prednisone' -1 'Acetaminophen' -1 -2 
498,677,1797513 -1 1125315 1174888 -1 1174888 -1  -2 ,'Ciprofloxacin' -1 'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 -2 
498,603,1734104 -1 1836430 -1  -2 ,'Azithromycin' -1 'Sulfamethoxazole' -1 -2 
498,129,19055720 -1  -2 ,'HEPARIN. BEEF' -1 -2 
497,5302,956874 -1 744740 -1  -2 ,'Furosemide' -1 'zolpidem' -1 -2 
497,5060,1125315 -1 1713332 -1 1125315 -1 1174888 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Amoxicillin' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
497,4966,1125315 -1 1346823 -1 1346823 -1  -2 ,'Acetaminophen' -1 'carvedilol' -1 'carvedilol' -1 -2 
497,4796,1125315 1174888 -1 1125315 -1 1125315 -1 1125315 -1 1125315 -1 1174888 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Hydrocodone' -1 -2 
497,4755,1125315 1174888 -1 1125315 -1 1125315 -1 19049105 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Potassium Chloride' -1 -2 
497,3855,1125315 -1 1125315 1174888 -1 1174888 -1 19049105 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 'Potassium Chloride' -1 -2 
497,3387,1125315 -1 956874 -1 1786621 -1  -2 ,'Acetaminophen' -1 'Furosemide' -1 'Cephalexin' -1 -2 
497,1167,1734104 -1 1705674 1836430 -1  -2 ,'Azithromycin' -1 'Trimethoprim' 'Sulfamethoxazole' -1 -2 
497,580,19049105 -1 19049105 -1 1174888 -1 1174888 -1  -2 ,'Potassium Chloride' -1 'Potassium Chloride' -1 'Hydrocodone' -1 'Hydrocodone' -1 -2 
496,5324,956874 -1 956874 -1 1346823 -1  -2 ,'Furosemide' -1 'Furosemide' -1 'carvedilol' -1 -2 
496,4382,1125315 -1 1174888 -1 1125315 -1 1125315 -1 1125315 1174888 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 -2 
496,4234,1125315 -1 1174888 -1 1734104 -1 1125315 1174888 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Azithromycin' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
496,3789,1125315 -1 1125315 1174888 -1 1125315 -1 1174888 -1 1125315 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
496,3399,1125315 -1 956874 -1 19049105 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Furosemide' -1 'Potassium Chloride' -1 'Acetaminophen' -1 -2 
496,3146,1154343 -1 1713332 1759842 -1  -2 ,'Albuterol' -1 'Amoxicillin' 'Clavulanate' -1 -2 
496,2966,1174888 -1 1742253 -1 1174888 -1 1125315 -1  -2 ,'Hydrocodone' -1 'Levofloxacin' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
496,2897,1174888 -1 1713332 -1 1759842 -1  -2 ,'Hydrocodone' -1 'Amoxicillin' -1 'Clavulanate' -1 -2 
496,2249,1174888 -1 1125315 -1 1174888 -1 1742253 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Levofloxacin' -1 -2 
496,1458,1713332 -1 1786621 -1 1713332 -1  -2 ,'Amoxicillin' -1 'Cephalexin' -1 'Amoxicillin' -1 -2 
496,1413,1713332 -1 1174888 -1 1713332 -1 1713332 -1  -2 ,'Amoxicillin' -1 'Hydrocodone' -1 'Amoxicillin' -1 'Amoxicillin' -1 -2 
496,1356,1713332 -1 1125315 1174888 -1 1125315 1174888 -1 1125315 -1  -2 ,'Amoxicillin' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 -2 
496,1078,1734104 -1 1506270 -1 1125315 -1  -2 ,'Azithromycin' -1 'Methylprednisolone' -1 'Acetaminophen' -1 -2 
496,912,1742253 -1 1125315 -1 1154343 -1  -2 ,'Levofloxacin' -1 'Acetaminophen' -1 'Albuterol' -1 -2 
496,768,1786621 -1 1125315 -1 1174888 -1 1174888 -1  -2 ,'Cephalexin' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Hydrocodone' -1 -2 
496,764,1786621 -1 1125315 -1 19049105 -1  -2 ,'Cephalexin' -1 'Acetaminophen' -1 'Potassium Chloride' -1 -2 
496,740,1786621 -1 1124957 -1  -2 ,'Cephalexin' -1 'Oxycodone' -1 -2 
495,5689,939506 986417 -1 1125315 -1  -2 ,'Sodium Bicarbonate' 'POLYETHYLENE GLYCOL 3350' -1 'Acetaminophen' -1 -2 
495,5473,956874 -1 1125315 -1 1174888 -1 1125315 -1 1174888 -1  -2 ,'Furosemide' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 -2 
495,5244,1103314 -1 1125315 -1 1125315 -1  -2 ,'Tramadol' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
495,5101,1125315 -1 1734104 -1 1125315 -1 1125315 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Azithromycin' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
495,5061,1125315 -1 1713332 -1 1125315 -1 1125315 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Amoxicillin' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Hydrocodone' -1 -2 
495,4677,1125315 1174888 -1 1174888 -1 1174888 -1 1713332 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 'Hydrocodone' -1 'Amoxicillin' -1 -2 
495,4417,1125315 -1 1174888 -1 1125315 1174888 -1 1174888 -1 1125315 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
495,4107,1125315 1153664 -1 1125315 -1 1174888 -1  -2 ,'Acetaminophen' 'Propoxyphene' -1 'Acetaminophen' -1 'Hydrocodone' -1 -2 
495,3850,1125315 -1 1125315 1174888 -1 1174888 -1 1734104 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 'Azithromycin' -1 -2 
495,3747,1125315 -1 1125315 1174888 -1 1153013 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Promethazine' -1 -2 
495,3722,1125315 -1 1125315 -1 1174888 -1 1125315 -1 1125315 1174888 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 -2 
495,3700,1125315 -1 1125315 -1 1174888 -1 1125315 -1 1174888 -1 1125315 1174888 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
495,3257,1137529 1149380 -1 1149380 -1  -2 ,'salmeterol' 'fluticasone' -1 'fluticasone' -1 -2 
495,3109,1154343 -1 1154343 -1 1149380 -1  -2 ,'Albuterol' -1 'Albuterol' -1 'fluticasone' -1 -2 
495,2601,1174888 -1 1734104 -1 1154343 -1  -2 ,'Hydrocodone' -1 'Azithromycin' -1 'Albuterol' -1 -2 
495,2593,1174888 -1 1153664 -1 1174888 -1  -2 ,'Hydrocodone' -1 'Propoxyphene' -1 'Hydrocodone' -1 -2 
495,2561,1174888 -1 1125315 -1 1125315 1174888 -1 1125315 -1 1125315 -1 1125315 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
495,2474,1174888 -1 1125315 -1 1154343 -1 1125315 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' -1 'Albuterol' -1 'Acetaminophen' -1 -2 
495,2416,1174888 -1 1125315 1174888 -1 1125315 -1 1125315 -1 1125315 -1 1125315 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
495,1688,1526475 -1 1125315 -1  -2 ,'ezetimibe' -1 'Acetaminophen' -1 -2 
495,1585,1551099 -1 956874 -1 1125315 -1  -2 ,'Prednisone' -1 'Furosemide' -1 'Acetaminophen' -1 -2 
495,1339,1713332 -1 1125315 -1 1174888 -1 1125315 -1 1125315 -1  -2 ,'Amoxicillin' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
495,1126,1734104 -1 1125315 -1 1125315 1174888 -1 1125315 -1  -2 ,'Azithromycin' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 -2 
495,960,1742253 -1 1713332 -1 1174888 -1  -2 ,'Levofloxacin' -1 'Amoxicillin' -1 'Hydrocodone' -1 -2 
495,763,1786621 -1 19049105 -1 1125315 -1  -2 ,'Cephalexin' -1 'Potassium Chloride' -1 'Acetaminophen' -1 -2 
495,730,1153664 -1 1786621 -1  -2 ,'Propoxyphene' -1 'Cephalexin' -1 -2 
495,470,19049105 -1 1125315 -1 1125315 -1 1174888 -1 1174888 -1  -2 ,'Potassium Chloride' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Hydrocodone' -1 -2 
495,65,1167322 -1  -2 ,'Allopurinol' -1 -2 
494,5551,956874 -1 1174888 -1 1506270 -1  -2 ,'Furosemide' -1 'Hydrocodone' -1 'Methylprednisolone' -1 -2 
494,5492,956874 -1 1125315 1174888 -1 1125315 1174888 -1 1174888 -1  -2 ,'Furosemide' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 -2 
494,5386,956874 -1 956874 -1 956874 -1 1125315 1174888 -1  -2 ,'Furosemide' -1 'Furosemide' -1 'Furosemide' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
494,5323,956874 -1 1346823 -1 956874 -1  -2 ,'Furosemide' -1 'carvedilol' -1 'Furosemide' -1 -2 
494,4961,1125315 -1 1308216 -1 1308216 -1  -2 ,'Acetaminophen' -1 'Lisinopril' -1 'Lisinopril' -1 -2 
494,4953,1125315 -1 1201620 -1 1125315 1174888 -1  -2 ,'Acetaminophen' -1 'Codeine' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
494,4655,1125315 1174888 -1 1174888 -1 1125315 1174888 -1 1174888 -1 1125315 1174888 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
494,4571,1125315 1174888 -1 1551099 -1 1174888 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Prednisone' -1 'Hydrocodone' -1 -2 
494,4563,1125315 1174888 -1 1713332 -1 1174888 -1 1174888 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Amoxicillin' -1 'Hydrocodone' -1 'Hydrocodone' -1 -2 
494,4409,1125315 -1 1174888 -1 1125315 1174888 -1 1734104 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Azithromycin' -1 -2 
494,4322,1125315 -1 1174888 -1 1174888 -1 1174888 -1 1125315 -1 1125315 1174888 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
494,4120,1125315 -1 1154343 -1 1551099 -1  -2 ,'Acetaminophen' -1 'Albuterol' -1 'Prednisone' -1 -2 
494,3825,1125315 -1 1125315 1174888 -1 1125315 -1 1125315 -1 1174888 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
494,3519,1125315 -1 1125315 -1 1361711 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Nitroglycerin' -1 -2 
494,3323,1125315 -1 1125315 -1 744740 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'zolpidem' -1 -2 
494,3141,1154343 -1 1174888 -1 1125315 -1 1125315 -1  -2 ,'Albuterol' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
494,3040,1153013 -1 1154343 -1  -2 ,'Promethazine' -1 'Albuterol' -1 -2 
494,2704,1174888 -1 1174888 -1 1125315 -1 1506270 -1  -2 ,'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Methylprednisolone' -1 -2 
494,2281,1174888 -1 1125315 -1 1174888 -1 1506270 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Methylprednisolone' -1 -2 
494,2193,1174888 -1 1539403 -1 1125315 -1  -2 ,'Hydrocodone' -1 'Simvastatin' -1 'Acetaminophen' -1 -2 
494,1868,1322184 -1 1125315 1174888 -1  -2 ,'clopidogrel' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
494,1722,903963 -1 1506270 -1  -2 ,'Triamcinolone' -1 'Methylprednisolone' -1 -2 
494,1560,1201620 -1 1551099 -1  -2 ,'Codeine' -1 'Prednisone' -1 -2 
494,1399,1713332 -1 1742253 -1 1174888 -1  -2 ,'Amoxicillin' -1 'Levofloxacin' -1 'Hydrocodone' -1 -2 
494,1063,1734104 -1 956874 -1 1174888 -1  -2 ,'Azithromycin' -1 'Furosemide' -1 'Hydrocodone' -1 -2 
494,821,1759842 -1 1154343 -1  -2 ,'Clavulanate' -1 'Albuterol' -1 -2 
494,802,1786621 -1 1713332 1759842 -1  -2 ,'Cephalexin' -1 'Amoxicillin' 'Clavulanate' -1 -2 
494,557,19049105 -1 19049105 -1 1734104 -1  -2 ,'Potassium Chloride' -1 'Potassium Chloride' -1 'Azithromycin' -1 -2 
494,555,19049105 -1 1713332 -1 1125315 -1 1125315 -1  -2 ,'Potassium Chloride' -1 'Amoxicillin' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
494,350,19049105 -1 956874 -1 1125315 -1 1174888 -1  -2 ,'Potassium Chloride' -1 'Furosemide' -1 'Acetaminophen' -1 'Hydrocodone' -1 -2 
493,5688,939506 967823 986417 -1 1125315 -1  -2 ,'Sodium Bicarbonate' 'Sodium Chloride' 'POLYETHYLENE GLYCOL 3350' -1 'Acetaminophen' -1 -2 
493,5509,956874 -1 1125315 -1 1125315 1174888 -1 956874 -1  -2 ,'Furosemide' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Furosemide' -1 -2 
493,5500,956874 -1 1125315 1174888 -1 1174888 -1 1125315 1174888 -1  -2 ,'Furosemide' -1 'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
493,4856,1125315 1174888 -1 1125315 1174888 -1 1786621 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Cephalexin' -1 -2 
493,4504,1125315 1174888 -1 1174888 -1 1797513 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 'Ciprofloxacin' -1 -2 
493,4429,1125315 -1 1174888 -1 1125315 1174888 -1 1125315 -1 1174888 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
493,4367,1125315 -1 1174888 -1 1125315 -1 1125315 1174888 -1 1174888 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
493,4294,1125315 -1 1174888 -1 1174888 -1 1125315 1174888 -1 1125315 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 -2 
493,4250,1125315 -1 1174888 -1 1125315 -1 1551099 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Prednisone' -1 -2 
493,4241,1125315 -1 1174888 -1 1713332 -1 1125315 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Amoxicillin' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
493,3277,989878 -1 1125315 -1  -2 ,'Lidocaine' -1 'Acetaminophen' -1 -2 
493,3187,1153664 -1 1174888 -1 1125315 1174888 -1  -2 ,'Propoxyphene' -1 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
493,3004,1174888 -1 19049105 -1 1174888 -1 1125315 1174888 -1  -2 ,'Hydrocodone' -1 'Potassium Chloride' -1 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
493,2963,1174888 -1 1742253 -1 1174888 -1 1174888 -1  -2 ,'Hydrocodone' -1 'Levofloxacin' -1 'Hydrocodone' -1 'Hydrocodone' -1 -2 
493,2850,1174888 -1 1174888 -1 956874 -1 1125315 1174888 -1  -2 ,'Hydrocodone' -1 'Hydrocodone' -1 'Furosemide' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
493,2635,1174888 -1 1174888 -1 1705674 -1  -2 ,'Hydrocodone' -1 'Hydrocodone' -1 'Trimethoprim' -1 -2 
493,2179,1174888 -1 1308216 -1 1125315 -1  -2 ,'Hydrocodone' -1 'Lisinopril' -1 'Acetaminophen' -1 -2 
493,1950,1307046 -1 1174888 -1 1125315 1174888 -1  -2 ,'Metoprolol' -1 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
493,1911,1308216 -1 1174888 -1 1174888 -1  -2 ,'Lisinopril' -1 'Hydrocodone' -1 'Hydrocodone' -1 -2 
493,1849,1332418 -1 1125315 -1 1125315 -1  -2 ,'Amlodipine' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
493,1429,1713332 -1 1174888 -1 1125315 -1 1125315 -1 1125315 -1  -2 ,'Amoxicillin' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
493,593,19049105 -1 19121608 -1 19121608 -1  -2 ,'Potassium Chloride' -1 'Influenza virus vaccine' -1 'Influenza virus vaccine' -1 -2 
493,345,19049105 -1 956874 -1 19049105 -1 1125315 -1  -2 ,'Potassium Chloride' -1 'Furosemide' -1 'Potassium Chloride' -1 'Acetaminophen' -1 -2 
492,5667,956874 -1 19049105 -1 1174888 -1 1125315 -1  -2 ,'Furosemide' -1 'Potassium Chloride' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
492,5375,956874 -1 956874 -1 1125315 -1 1125315 1174888 -1  -2 ,'Furosemide' -1 'Furosemide' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
492,5157,1125315 -1 19121608 -1 19049105 -1  -2 ,'Acetaminophen' -1 'Influenza virus vaccine' -1 'Potassium Chloride' -1 -2 
492,4810,1125315 1174888 -1 1125315 1174888 -1 1154343 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Albuterol' -1 -2 
492,4024,1125315 -1 1125315 -1 1125315 1174888 -1 1174888 -1 1125315 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 -2 
