modelFreeScore,seqId,seq,semantic
8.634796354709356E-7,233,956874 -1 1836430 -1  -2 ,'Furosemide' -1 'Sulfamethoxazole' -1 -2 
8.571097437164265E-7,311,1713332 -1 1734104 -1  -2 ,'Amoxicillin' -1 'Azithromycin' -1 -2 
8.555537794504229E-7,608,1174888 -1 956874 -1 1125315 1174888 -1  -2 ,'Hydrocodone' -1 'Furosemide' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
8.554471376599092E-7,163,19049105 -1 1705674 -1  -2 ,'Potassium Chloride' -1 'Trimethoprim' -1 -2 
8.521151450881626E-7,328,1153013 -1 1734104 -1  -2 ,'Promethazine' -1 'Azithromycin' -1 -2 
8.460246970412531E-7,957,1125315 -1 1174888 -1 19049105 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Potassium Chloride' -1 -2 
8.459412022351771E-7,225,19049105 -1 1705674 1836430 -1  -2 ,'Potassium Chloride' -1 'Trimethoprim' 'Sulfamethoxazole' -1 -2 
8.459412022351771E-7,151,19049105 -1 1836430 -1  -2 ,'Potassium Chloride' -1 'Sulfamethoxazole' -1 -2 
8.439656219041464E-7,821,1125315 -1 1125315 -1 1124957 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Oxycodone' -1 -2 
8.423601874767971E-7,575,1154029 -1 1174888 -1  -2 ,'Fentanyl' -1 'Hydrocodone' -1 -2 
8.403785843256176E-7,1005,1125315 1174888 -1 1759842 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Clavulanate' -1 -2 
8.387713936113863E-7,211,19049105 -1 19049105 -1 1125315 -1  -2 ,'Potassium Chloride' -1 'Potassium Chloride' -1 'Acetaminophen' -1 -2 
8.329913635666708E-7,544,1308216 -1 1125315 1174888 -1  -2 ,'Lisinopril' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
8.326695070121039E-7,996,1125315 1174888 -1 1346823 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'carvedilol' -1 -2 
8.29785534671863E-7,458,1545958 -1 1174888 -1  -2 ,'atorvastatin' -1 'Hydrocodone' -1 -2 
8.254348221689513E-7,589,1000560 -1 1174888 -1  -2 ,'Ondansetron' -1 'Hydrocodone' -1 -2 
8.25081712550894E-7,556,1307046 -1 1125315 -1 1125315 -1  -2 ,'Metoprolol' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
8.249767385312193E-7,1020,1125315 1174888 -1 1713332 1759842 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Amoxicillin' 'Clavulanate' -1 -2 
8.211374693515124E-7,156,19049105 -1 1759842 -1  -2 ,'Potassium Chloride' -1 'Clavulanate' -1 -2 
8.20268790465336E-7,364,1551099 -1 1713332 -1  -2 ,'Prednisone' -1 'Amoxicillin' -1 -2 
8.162637853276296E-7,481,1506270 -1 1154343 -1  -2 ,'Methylprednisolone' -1 'Albuterol' -1 -2 
8.118415193518796E-7,226,19049105 -1 1713332 1759842 -1  -2 ,'Potassium Chloride' -1 'Amoxicillin' 'Clavulanate' -1 -2 
8.105117780904673E-7,223,19049105 -1 1174888 -1 19049105 -1  -2 ,'Potassium Chloride' -1 'Hydrocodone' -1 'Potassium Chloride' -1 -2 
8.087659984959914E-7,49,1154332 -1  -2 ,'Pseudoephedrine' -1 -2 
8.037029113998386E-7,1015,1125315 1174888 -1 19049105 -1 1174888 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Potassium Chloride' -1 'Hydrocodone' -1 -2 
8.016389655879951E-7,218,19049105 -1 1125315 1174888 -1 1125315 -1  -2 ,'Potassium Chloride' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 -2 
8.014802916943268E-7,724,1174888 -1 19049105 -1 19049105 -1  -2 ,'Hydrocodone' -1 'Potassium Chloride' -1 'Potassium Chloride' -1 -2 
8.011600532686027E-7,341,1734104 -1 1125315 -1 1125315 -1  -2 ,'Azithromycin' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
7.994905754209963E-7,822,1125315 -1 1124957 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Oxycodone' -1 'Acetaminophen' -1 -2 
7.973045310256521E-7,275,1713332 -1 1759842 -1  -2 ,'Amoxicillin' -1 'Clavulanate' -1 -2 
7.967863443544551E-7,459,1125315 -1 1545958 -1  -2 ,'Acetaminophen' -1 'atorvastatin' -1 -2 
7.964397943038007E-7,951,1125315 -1 1174888 -1 1742253 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Levofloxacin' -1 -2 
7.960634193899607E-7,1167,956874 -1 1174888 -1 19049105 -1  -2 ,'Furosemide' -1 'Hydrocodone' -1 'Potassium Chloride' -1 -2 
7.90623800055198E-7,852,1125315 -1 1125315 -1 1713332 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Amoxicillin' -1 -2 
7.892475904998468E-7,396,1713332 -1 1125315 -1 1125315 -1  -2 ,'Amoxicillin' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
7.856730774568817E-7,653,1174888 -1 1125315 1174888 -1 956874 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Furosemide' -1 -2 
7.823501238465626E-7,1038,1125315 1174888 -1 956874 -1 1174888 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Furosemide' -1 'Hydrocodone' -1 -2 
7.817392255447651E-7,429,1174888 -1 1705674 -1  -2 ,'Hydrocodone' -1 'Trimethoprim' -1 -2 
7.794465706504678E-7,168,1506270 -1 19049105 -1  -2 ,'Methylprednisolone' -1 'Potassium Chloride' -1 -2 
7.789484301382292E-7,203,19049105 -1 956874 -1 19049105 -1  -2 ,'Potassium Chloride' -1 'Furosemide' -1 'Potassium Chloride' -1 -2 
7.786652270185341E-7,818,1125315 1174888 -1 1000560 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Ondansetron' -1 -2 
7.745716742232549E-7,738,1154343 -1 1125315 -1 1154343 -1  -2 ,'Albuterol' -1 'Acetaminophen' -1 'Albuterol' -1 -2 
7.74040077821236E-7,537,1174888 -1 1308216 -1  -2 ,'Hydrocodone' -1 'Lisinopril' -1 -2 
7.724572737664357E-7,717,1174888 -1 1705674 1836430 -1  -2 ,'Hydrocodone' -1 'Trimethoprim' 'Sulfamethoxazole' -1 -2 
7.724572737664357E-7,229,1174888 -1 1836430 -1  -2 ,'Hydrocodone' -1 'Sulfamethoxazole' -1 -2 
7.680849414715717E-7,829,1125315 -1 1153013 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Promethazine' -1 'Acetaminophen' -1 -2 
7.680754336333967E-7,375,1307046 -1 1713332 -1  -2 ,'Metoprolol' -1 'Amoxicillin' -1 -2 
7.669811833347169E-7,757,1153013 -1 1125315 1174888 -1  -2 ,'Promethazine' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
7.644340317813759E-7,224,19049105 -1 1174888 -1 1125315 1174888 -1  -2 ,'Potassium Chloride' -1 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
7.593599119926331E-7,789,903963 -1 1125315 -1  -2 ,'Triamcinolone' -1 'Acetaminophen' -1 -2 
7.571613526203533E-7,695,1174888 -1 1174888 -1 19049105 -1  -2 ,'Hydrocodone' -1 'Hydrocodone' -1 'Potassium Chloride' -1 -2 
7.56179758137615E-7,840,1125315 -1 1307046 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Metoprolol' -1 'Acetaminophen' -1 -2 
7.554521030129337E-7,741,1154343 -1 1125315 -1 1174888 -1  -2 ,'Albuterol' -1 'Acetaminophen' -1 'Hydrocodone' -1 -2 
7.522156430214017E-7,1079,1125315 1174888 -1 956874 -1 956874 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Furosemide' -1 'Furosemide' -1 -2 
7.466867795080848E-7,76,1526475 -1  -2 ,'ezetimibe' -1 -2 
7.452291200445449E-7,1016,1125315 1174888 -1 1125315 -1 19049105 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Potassium Chloride' -1 -2 
7.451974010125999E-7,946,1125315 -1 1713332 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Amoxicillin' -1 'Hydrocodone' -1 -2 
7.430978931113704E-7,790,1125315 -1 903963 -1  -2 ,'Acetaminophen' -1 'Triamcinolone' -1 -2 
7.429882427865807E-7,977,1125315 -1 1174888 -1 1125315 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
7.402325836808571E-7,41,1136601 -1  -2 ,'benzonatate' -1 -2 
7.399764496204923E-7,969,1125315 -1 1174888 -1 1174888 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
7.376020927227817E-7,885,1125315 -1 1125315 -1 1125315 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Hydrocodone' -1 -2 
7.324847303660719E-7,1006,1125315 1174888 -1 1786621 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Cephalexin' -1 -2 
7.322880982898714E-7,91,1771162 -1  -2 ,'Cefazolin' -1 -2 
7.295888584799175E-7,461,956874 -1 1545958 -1  -2 ,'Furosemide' -1 'atorvastatin' -1 -2 
7.29370880593484E-7,707,1174888 -1 1174888 -1 1125315 -1 1125315 -1  -2 ,'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
7.29155443974185E-7,480,1154343 -1 1506270 -1  -2 ,'Albuterol' -1 'Methylprednisolone' -1 -2 
7.287483516318008E-7,202,19049105 -1 19049105 -1 956874 -1  -2 ,'Potassium Chloride' -1 'Potassium Chloride' -1 'Furosemide' -1 -2 
7.285379363347959E-7,152,1797513 -1 19049105 -1  -2 ,'Ciprofloxacin' -1 'Potassium Chloride' -1 -2 
7.277498524094629E-7,1080,1125315 1174888 -1 956874 -1 1125315 1174888 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Furosemide' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
7.270486045011322E-7,235,1797513 -1 1797513 -1  -2 ,'Ciprofloxacin' -1 'Ciprofloxacin' -1 -2 
7.199105430421737E-7,372,1310149 -1 1713332 -1  -2 ,'Warfarin' -1 'Amoxicillin' -1 -2 
7.183096895365601E-7,305,1742253 -1 1125315 -1 1174888 -1  -2 ,'Levofloxacin' -1 'Acetaminophen' -1 'Hydrocodone' -1 -2 
7.180510579385076E-7,1137,956874 -1 956874 -1 1125315 1174888 -1  -2 ,'Furosemide' -1 'Furosemide' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
7.162461038713418E-7,820,1125315 -1 1124957 1125315 -1  -2 ,'Acetaminophen' -1 'Oxycodone' 'Acetaminophen' -1 -2 
7.149139922383372E-7,521,956874 -1 1332418 -1  -2 ,'Furosemide' -1 'Amlodipine' -1 -2 
7.147926150235491E-7,665,1174888 -1 1125315 -1 1125315 -1 1125315 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
7.141846551651735E-7,292,1506270 -1 1742253 -1  -2 ,'Methylprednisolone' -1 'Levofloxacin' -1 -2 
7.107751995758241E-7,1018,1125315 1174888 -1 19049105 -1 1125315 1174888 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Potassium Chloride' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
7.067377885163994E-7,612,1174888 -1 1154343 -1 1125315 -1  -2 ,'Hydrocodone' -1 'Albuterol' -1 'Acetaminophen' -1 -2 
7.06402262911466E-7,727,1163944 -1 1125315 -1  -2 ,'Guaifenesin' -1 'Acetaminophen' -1 -2 
7.042469074236697E-7,859,1125315 -1 1786621 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Cephalexin' -1 'Acetaminophen' -1 -2 
7.032260113698331E-7,293,1742253 -1 1506270 -1  -2 ,'Levofloxacin' -1 'Methylprednisolone' -1 -2 
7.023292305853223E-7,519,1125315 -1 1332418 -1  -2 ,'Acetaminophen' -1 'Amlodipine' -1 -2 
7.018912335131269E-7,968,1125315 -1 1174888 -1 1125315 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 -2 
7.018263592798833E-7,306,1742253 -1 1174888 -1 1174888 -1  -2 ,'Levofloxacin' -1 'Hydrocodone' -1 'Hydrocodone' -1 -2 
7.015976876545457E-7,201,19049105 -1 956874 -1 1174888 -1  -2 ,'Potassium Chloride' -1 'Furosemide' -1 'Hydrocodone' -1 -2 
7.013191120249654E-7,267,1786621 -1 1125315 1174888 -1  -2 ,'Cephalexin' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
7.006494304652629E-7,304,1742253 -1 1174888 -1 1125315 -1  -2 ,'Levofloxacin' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
6.97814557421532E-7,467,1539403 -1 1125315 -1  -2 ,'Simvastatin' -1 'Acetaminophen' -1 -2 
6.968746311618415E-7,700,1174888 -1 1174888 -1 1125315 -1 1174888 -1  -2 ,'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 -2 
6.941695533148807E-7,479,1506270 -1 1174888 -1  -2 ,'Methylprednisolone' -1 'Hydrocodone' -1 -2 
6.937665941284163E-7,451,1551099 -1 1125315 -1 1125315 -1  -2 ,'Prednisone' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
6.928139328363135E-7,215,19049105 -1 1125315 -1 1125315 1174888 -1  -2 ,'Potassium Chloride' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
6.909734142007566E-7,740,1154343 -1 1174888 -1 1125315 -1  -2 ,'Albuterol' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
6.898377726838434E-7,110,1742253 -1 19121608 -1  -2 ,'Levofloxacin' -1 'Influenza virus vaccine' -1 -2 
6.847837644759332E-7,174,19049105 -1 1308216 -1  -2 ,'Potassium Chloride' -1 'Lisinopril' -1 -2 
6.837775245451968E-7,384,1713332 -1 1153013 -1  -2 ,'Amoxicillin' -1 'Promethazine' -1 -2 
6.833920714147635E-7,854,1125315 -1 1125315 -1 1734104 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Azithromycin' -1 -2 
6.823654844374565E-7,698,1174888 -1 1174888 -1 1174888 -1 1174888 -1  -2 ,'Hydrocodone' -1 'Hydrocodone' -1 'Hydrocodone' -1 'Hydrocodone' -1 -2 
6.804360805861823E-7,222,19049105 -1 19049105 -1 1174888 -1  -2 ,'Potassium Chloride' -1 'Potassium Chloride' -1 'Hydrocodone' -1 -2 
6.785809498393497E-7,255,1786621 -1 1786621 -1  -2 ,'Cephalexin' -1 'Cephalexin' -1 -2 
6.776171577030419E-7,503,1361711 -1 1125315 -1  -2 ,'Nitroglycerin' -1 'Acetaminophen' -1 -2 
6.773454745864879E-7,831,1125315 1153664 -1 1125315 -1  -2 ,'Acetaminophen' 'Propoxyphene' -1 'Acetaminophen' -1 -2 
6.767793275485417E-7,430,1705674 -1 1174888 -1  -2 ,'Trimethoprim' -1 'Hydrocodone' -1 -2 
6.757940512736014E-7,938,1125315 -1 1154343 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Albuterol' -1 'Hydrocodone' -1 -2 
6.741468246678441E-7,564,1125315 1201620 -1  -2 ,'Acetaminophen' 'Codeine' -1 -2 
6.722414835653891E-7,477,1506270 -1 1506270 -1  -2 ,'Methylprednisolone' -1 'Methylprednisolone' -1 -2 
6.719016927992422E-7,259,1786621 -1 1713332 -1  -2 ,'Cephalexin' -1 'Amoxicillin' -1 -2 
6.717199384626151E-7,117,19121608 -1 1551099 -1  -2 ,'Influenza virus vaccine' -1 'Prednisone' -1 -2 
6.686960797742653E-7,436,1705674 1836430 -1 1174888 -1  -2 ,'Trimethoprim' 'Sulfamethoxazole' -1 'Hydrocodone' -1 -2 
6.686960797742653E-7,230,1836430 -1 1174888 -1  -2 ,'Sulfamethoxazole' -1 'Hydrocodone' -1 -2 
6.683032934166617E-7,113,19121608 -1 1734104 -1  -2 ,'Influenza virus vaccine' -1 'Azithromycin' -1 -2 
6.671837071256711E-7,744,1154343 -1 1174888 -1 1174888 -1  -2 ,'Albuterol' -1 'Hydrocodone' -1 'Hydrocodone' -1 -2 
6.670565654195713E-7,1039,1125315 1174888 -1 1174888 -1 956874 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 'Furosemide' -1 -2 
6.648728950273125E-7,619,1174888 -1 1551099 -1 1125315 -1  -2 ,'Hydrocodone' -1 'Prednisone' -1 'Acetaminophen' -1 -2 
6.63295295702143E-7,948,1125315 -1 1734104 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Azithromycin' -1 'Hydrocodone' -1 -2 
6.625568096318749E-7,944,1125315 -1 1551099 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Prednisone' -1 'Hydrocodone' -1 -2 
6.590587240839948E-7,882,1125315 -1 1125315 -1 1174888 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Hydrocodone' -1 -2 
6.587145237572885E-7,88,1750500 -1  -2 ,'Clarithromycin' -1 -2 
6.570715821976989E-7,613,1174888 -1 1125315 -1 1154343 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' -1 'Albuterol' -1 -2 
6.560494451249879E-7,997,1125315 1174888 -1 1506270 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Methylprednisolone' -1 -2 
6.530974834224525E-7,423,1713332 -1 1713332 1759842 -1  -2 ,'Amoxicillin' -1 'Amoxicillin' 'Clavulanate' -1 -2 
6.530822681041488E-7,914,1125315 -1 1125315 -1 956874 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Furosemide' -1 'Acetaminophen' -1 -2 
6.524646211179122E-7,1124,956874 -1 903963 -1  -2 ,'Furosemide' -1 'Triamcinolone' -1 -2 
6.503468674786395E-7,116,1551099 -1 19121608 -1  -2 ,'Prednisone' -1 'Influenza virus vaccine' -1 -2 
6.501336369901386E-7,771,1125315 -1 1103314 -1  -2 ,'Acetaminophen' -1 'Tramadol' -1 -2 
6.464257659769151E-7,329,1734104 -1 1153013 -1  -2 ,'Azithromycin' -1 'Promethazine' -1 -2 
6.462173202191863E-7,886,1125315 -1 1125315 -1 1174888 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
6.442598837009891E-7,115,19121608 -1 1713332 -1  -2 ,'Influenza virus vaccine' -1 'Amoxicillin' -1 -2 
6.441850791859065E-7,439,1506270 -1 1551099 -1  -2 ,'Methylprednisolone' -1 'Prednisone' -1 -2 
6.438153792620198E-7,861,1125315 -1 1797513 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Ciprofloxacin' -1 'Acetaminophen' -1 -2 
6.417867260669658E-7,966,1125315 -1 1174888 -1 1174888 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Hydrocodone' -1 'Hydrocodone' -1 -2 
6.414435607948189E-7,127,1154343 -1 19121608 -1  -2 ,'Albuterol' -1 'Influenza virus vaccine' -1 -2 
6.407038732984901E-7,558,1307046 -1 1125315 -1 1174888 -1  -2 ,'Metoprolol' -1 'Acetaminophen' -1 'Hydrocodone' -1 -2 
6.366032099715101E-7,184,19049105 -1 1149380 -1  -2 ,'Potassium Chloride' -1 'fluticasone' -1 -2 
6.33937618371208E-7,385,1149380 -1 1713332 -1  -2 ,'fluticasone' -1 'Amoxicillin' -1 -2 
6.333060343578188E-7,788,1125315 -1 923645 -1  -2 ,'Acetaminophen' -1 'Omeprazole' -1 -2 
6.324694819342551E-7,626,1174888 -1 1125315 -1 1742253 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' -1 'Levofloxacin' -1 -2 
6.315727541145644E-7,331,1734104 -1 1149380 -1  -2 ,'Azithromycin' -1 'fluticasone' -1 -2 
6.271140357234706E-7,249,1797513 -1 956874 -1  -2 ,'Ciprofloxacin' -1 'Furosemide' -1 -2 
6.260545918757598E-7,1110,1124957 -1 1125315 1174888 -1  -2 ,'Oxycodone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
6.253860016347373E-7,128,19121608 -1 1154343 -1  -2 ,'Influenza virus vaccine' -1 'Albuterol' -1 -2 
6.246749208848296E-7,140,19121608 -1 1125315 1174888 -1  -2 ,'Influenza virus vaccine' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
6.246410994543506E-7,932,1125315 1174888 -1 1149380 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'fluticasone' -1 -2 
6.238688095883506E-7,690,1174888 -1 1174888 -1 1742253 -1  -2 ,'Hydrocodone' -1 'Hydrocodone' -1 'Levofloxacin' -1 -2 
6.226436161363142E-7,236,1786621 -1 1797513 -1  -2 ,'Cephalexin' -1 'Ciprofloxacin' -1 -2 
6.214531766208998E-7,440,1551099 -1 1506270 -1  -2 ,'Prednisone' -1 'Methylprednisolone' -1 -2 
6.21217757906225E-7,308,1125315 -1 1738521 -1  -2 ,'Acetaminophen' -1 'Doxycycline' -1 -2 
6.210393829914815E-7,321,1307046 -1 1734104 -1  -2 ,'Metoprolol' -1 'Azithromycin' -1 -2 
6.204738475253424E-7,112,1734104 -1 19121608 -1  -2 ,'Azithromycin' -1 'Influenza virus vaccine' -1 -2 
6.155213308444541E-7,40,1135766 -1  -2 ,'Phenylephrine' -1 -2 
6.148951617778391E-7,251,1797513 -1 1125315 1174888 -1  -2 ,'Ciprofloxacin' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
6.141359386891244E-7,21,951511 -1  -2 ,'Mupirocin' -1 -2 
6.135571003896739E-7,770,1103314 -1 1125315 -1  -2 ,'Tramadol' -1 'Acetaminophen' -1 -2 
6.118286899365995E-7,114,1713332 -1 19121608 -1  -2 ,'Amoxicillin' -1 'Influenza virus vaccine' -1 -2 
6.088657112308346E-7,124,1307046 -1 19121608 -1  -2 ,'Metoprolol' -1 'Influenza virus vaccine' -1 -2 
6.084486567096331E-7,701,1174888 -1 1174888 -1 1174888 -1 1125315 -1  -2 ,'Hydrocodone' -1 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
6.01441755951234E-7,428,1713332 1759842 -1 1125315 1174888 -1  -2 ,'Amoxicillin' 'Clavulanate' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
6.01441755951234E-7,282,1759842 -1 1125315 1174888 -1  -2 ,'Clavulanate' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
6.013813245823184E-7,645,1174888 -1 1125315 -1 1125315 -1 1174888 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Hydrocodone' -1 -2 
6.007186011693654E-7,642,1174888 -1 1125315 -1 1174888 -1 1174888 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Hydrocodone' -1 -2 
6.002553227268407E-7,1144,956874 -1 1125315 -1 1713332 -1  -2 ,'Furosemide' -1 'Acetaminophen' -1 'Amoxicillin' -1 -2 
6.000113278694283E-7,344,1734104 -1 1125315 -1 1174888 -1  -2 ,'Azithromycin' -1 'Acetaminophen' -1 'Hydrocodone' -1 -2 
5.986120973470399E-7,933,1125315 -1 1174888 -1 1153013 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Promethazine' -1 -2 
5.955683981459609E-7,623,1174888 -1 1734104 -1 1125315 -1  -2 ,'Hydrocodone' -1 'Azithromycin' -1 'Acetaminophen' -1 -2 
5.920447456220598E-7,502,1125315 -1 1361711 -1  -2 ,'Acetaminophen' -1 'Nitroglycerin' -1 -2 
5.844459765755133E-7,214,19049105 -1 1125315 1174888 -1 1174888 -1  -2 ,'Potassium Chloride' -1 'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 -2 
5.832625782009044E-7,601,744740 -1 1174888 -1  -2 ,'zolpidem' -1 'Hydrocodone' -1 -2 
5.818950319458468E-7,937,1125315 -1 1174888 -1 1154343 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Albuterol' -1 -2 
5.813766317661986E-7,238,1734104 -1 1797513 -1  -2 ,'Azithromycin' -1 'Ciprofloxacin' -1 -2 
5.812189577872594E-7,276,1759842 -1 1713332 -1  -2 ,'Clavulanate' -1 'Amoxicillin' -1 -2 
5.784254757324486E-7,399,1713332 -1 1125315 -1 1174888 -1  -2 ,'Amoxicillin' -1 'Acetaminophen' -1 'Hydrocodone' -1 -2 
5.767997207661787E-7,678,1174888 -1 1174888 -1 1154343 -1  -2 ,'Hydrocodone' -1 'Hydrocodone' -1 'Albuterol' -1 -2 
5.766959127620773E-7,398,1713332 -1 1174888 -1 1125315 -1  -2 ,'Amoxicillin' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
5.764486657588916E-7,19,939506 -1  -2 ,'Sodium Bicarbonate' -1 -2 
5.756226779080604E-7,743,1154343 -1 1154343 -1 1154343 -1  -2 ,'Albuterol' -1 'Albuterol' -1 'Albuterol' -1 -2 
5.746210237495499E-7,949,1125315 -1 1174888 -1 1734104 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Azithromycin' -1 -2 
5.718829258120491E-7,726,1125315 -1 1163944 -1  -2 ,'Acetaminophen' -1 'Guaifenesin' -1 -2 
5.692047020606373E-7,610,1174888 -1 1124957 -1 1125315 -1  -2 ,'Hydrocodone' -1 'Oxycodone' -1 'Acetaminophen' -1 -2 
5.650575073559769E-7,687,1174888 -1 1734104 -1 1174888 -1  -2 ,'Hydrocodone' -1 'Azithromycin' -1 'Hydrocodone' -1 -2 
5.638061978367172E-7,646,1174888 -1 1125315 -1 1174888 -1 1125315 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
5.620537934960807E-7,1145,956874 -1 1734104 -1 1125315 -1  -2 ,'Furosemide' -1 'Azithromycin' -1 'Acetaminophen' -1 -2 
5.610348863302754E-7,1084,1125315 -1 1713332 -1 1713332 -1  -2 ,'Acetaminophen' -1 'Amoxicillin' -1 'Amoxicillin' -1 -2 
5.609725160948687E-7,779,974166 -1 1125315 -1  -2 ,'Hydrochlorothiazide' -1 'Acetaminophen' -1 -2 
5.572560532737386E-7,335,1734104 -1 1124957 -1  -2 ,'Azithromycin' -1 'Oxycodone' -1 -2 
5.561844967709476E-7,424,1713332 1759842 -1 1713332 -1  -2 ,'Amoxicillin' 'Clavulanate' -1 'Amoxicillin' -1 -2 
5.549094718261028E-7,46,1153428 -1  -2 ,'fexofenadine' -1 -2 
5.530610666022937E-7,636,1174888 -1 1125315 1174888 -1 19049105 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Potassium Chloride' -1 -2 
5.487458935411193E-7,868,1125315 -1 1125315 1174888 -1 19049105 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Potassium Chloride' -1 -2 
5.475217880567831E-7,317,1734104 -1 1506270 -1  -2 ,'Azithromycin' -1 'Methylprednisolone' -1 -2 
5.467290812801988E-7,343,1734104 -1 1174888 -1 1125315 -1  -2 ,'Azithromycin' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
5.446374358289067E-7,1160,956874 -1 1125315 -1 1125315 -1 1125315 -1  -2 ,'Furosemide' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
5.433200096040141E-7,386,1713332 -1 1149380 -1  -2 ,'Amoxicillin' -1 'fluticasone' -1 -2 
